temp,binning_step,variance,std,error
1e-6,0,3.870438823787925,1.9673430874628668,0.00019673430972995824
1e-6,1,3.8704141478923475,1.9673368160770914,0.00027822344348744704
1e-6,2,3.8703771492483945,1.9673274128239038,0.00039346549043409065
1e-6,3,3.870309254934204,1.9673101572792746,0.0005564393634213144
1e-6,4,3.8701766708521803,1.9672764601987642,0.00078691064703236
1e-6,5,3.869913540817625,1.9672095823316906,0.0011128219665970443
1e-6,6,3.8693870832905293,1.967075769585536,0.0015736611192400675
1e-6,7,3.8683333697799664,1.9668079137983878,0.002225190565143548
1e-6,8,3.8662305825848895,1.9662732726111316,0.0031460412631132044
1e-6,9,3.86205210961568,1.9652104491925744,0.004446780707935441
1e-6,10,3.8536729677672326,1.9630774227643781,0.006281887957057589
1e-6,11,3.8368080843243546,1.958777191087428,0.00886451578157935
1e-6,12,3.8043218082594423,1.9504670743848618,0.012483260914776083
1e-6,13,3.7388790238796523,1.9336181173850364,0.017501852676631277
1e-6,14,3.619332359203681,1.9024542988475914,0.02435443906014662
1e-6,15,3.3963836697924368,1.8429280153582877,0.03337017255462412
1e-6,16,3.0118016695903855,1.7354543121587458,0.04445500888192301
1e-6,17,2.431429611336632,1.5593042074388923,0.05652473335972916
1e-6,18,1.7499823892926658,1.3228689992938325,0.06786174779600117
1e-6,19,1.0775968808264138,1.0380736394044565,0.07550874650014627
1e-6,20,0.5783387457737469,0.760485861652764,0.07843812751880862
1.2589e-6,0,3.258640655089252,1.8051705335201027,0.00018051705425459555
1.2589e-6,1,3.258611263816551,1.8051623926440943,0.0002552885163491996
1.2589e-6,2,3.258567176789719,1.80515018122862,0.0003610300434663249
1.2589e-6,3,3.2584863240775794,1.8051277860798607,0.0005105672598008224
1.2589e-6,4,3.258328351398254,1.8050840289023262,0.0007220336693236264
1.2589e-6,5,3.258013878653071,1.8049969192918505,0.001021060612691387
1.2589e-6,6,3.2573881209682383,1.8048235705930478,0.001443859318509494
1.2589e-6,7,3.256138478976764,1.804477342328455,0.002041534370995103
1.2589e-6,8,3.2536380458297467,1.8037843678859584,0.0028860586827750114
1.2589e-6,9,3.248659852903262,1.8024039094784672,0.004078390146902212
1.2589e-6,10,3.2388085825557624,1.799669020280052,0.005758977722471535
1.2589e-6,11,3.2194068333916044,1.794270557466628,0.008120035165539245
1.2589e-6,12,3.181174216668371,1.7835846536311,0.01141519018047996
1.2589e-6,13,3.1063425544778367,1.762481930255694,0.015952839297076908
1.2589e-6,14,2.960761364718358,1.7206863063087234,0.022027519827419396
1.2589e-6,15,2.7074542645529793,1.645434369567191,0.029794125642553355
1.2589e-6,16,2.284452884612248,1.5114406652635253,0.03871672548683236
1.2589e-6,17,1.7512589837658576,1.3233514211145343,0.04797145153771999
1.2589e-6,18,1.1387454861819812,1.0671201835697708,0.05474211037078603
1.2589e-6,19,0.6814927473779092,0.8255257399850772,0.06004816177168332
1.2589e-6,20,0.3277923969105191,0.572531568483799,0.05905212238880617
1.5848e-6,0,3.194721221245413,1.7873783094928206,0.00017873783184297123
1.5848e-6,1,3.1946841358345397,1.787367935214946,0.00025277200002089725
1.5848e-6,2,3.194628504663254,1.7873523728306218,0.0003574704817155341
1.5848e-6,3,3.1945265354916472,1.7873238474019326,0.0005055315452909969
1.5848e-6,4,3.1943272149770827,1.7872680870471231,0.000714907292011435
1.5848e-6,5,3.1939307520080127,1.787157170482779,0.0010109689251906696
1.5848e-6,6,3.1931417952568943,1.7869364273126491,0.0014295495993060642
1.5848e-6,7,3.1915639973311656,1.7864948914931622,0.0020211895372896226
1.5848e-6,8,3.1884203716016506,1.7856148441367894,0.002856987407565085
1.5848e-6,9,3.1821387255691884,1.7838550180912092,0.004036418635704346
1.5848e-6,10,3.169550496007357,1.7803231437037932,0.0056970705212201515
1.5848e-6,11,3.1446553165430133,1.7733176017123986,0.008025211819729818
1.5848e-6,12,3.0959717266252085,1.759537361531493,0.011261284162011075
1.5848e-6,13,3.0022185519057376,1.732691129978375,0.015683192362718586
1.5848e-6,14,2.831802606516656,1.6827960680120024,0.0215424645490188
1.5848e-6,15,2.5302917241926663,1.5906890721296436,0.02880284437338777
1.5848e-6,16,2.0691179108891493,1.4384428771727953,0.036846830500142966
1.5848e-6,17,1.5320493461466984,1.2377598095538158,0.044868758042622296
1.5848e-6,18,0.8758234807935662,0.9358544121782866,0.048008318379914955
1.5848e-6,19,0.49388533029501336,0.7027697562466767,0.0511189778432708
1.5848e-6,20,0.24944429909305463,0.49944398994587436,0.0515137142546438
1.9952e-6,0,3.3259322420869424,1.8237138597068736,0.0001823713868825443
1.9952e-6,1,3.3258848239266725,1.8237008592218935,0.00025791025146140934
1.9952e-6,2,3.3258137379307957,1.8236813696286958,0.0003647362812204649
1.9952e-6,3,3.325683475700185,1.82364565519187,0.0005158049043392189
1.9952e-6,4,3.32542892904005,1.8235758632533086,0.0007294304036557581
1.9952e-6,5,3.324923019532443,1.8234371443876103,0.0010314919809298606
1.9952e-6,6,3.323913087094541,1.8231601923842407,0.0014585286206366258
1.9952e-6,7,3.321900728211564,1.8226082212619266,0.002062047132031642
1.9952e-6,8,3.3178865540515363,1.8215066714265793,0.002914414404735352
1.9952e-6,9,3.309896048531002,1.8193119711943309,0.004116648870123216
1.9952e-6,10,3.294059849662361,1.814954503468988,0.0058078915817258315
1.9952e-6,11,3.2625257030072743,1.80624630186674,0.008174231822368814
1.9952e-6,12,3.2014554703523928,1.7892611520827228,0.01145152056112803
1.9952e-6,13,3.086463768437554,1.7568334492596487,0.015901712923492226
1.9952e-6,14,2.8788863173682033,1.696728121228679,0.02172081697580446
1.9952e-6,15,2.5306281334851333,1.590794811873968,0.02880475901871552
